County,Year,% Naloxone Admin,% OD Survival,Opioid Overdoses,3+ Prescribers and 3+ Dispensers,Average Daily MME > 50,Overlapping Opioid/Benzodiazepine Prescriptions,Total Drug Dispensation,Total Prescriptions,Incidents - Fentanyl,Incidents - Heroin,Incidents - Opium,Arrests - Fentanyl,Arrests - Heroin,Arrests - Opium,Drug Quantity - Fentanyl,Drug Quantity - Heroin,Drug Quantity - Opium,%Incidents Fentanyl,%Arrests Fentanyl,%Quantity Fentanyl,Drug Take-Back Sites,Drug Treatment Locations,County Population,County Percent Change Since 2010
Beaver,2020,0.71875,0.78125,1.90232737865232,9.63053235442737,324.7629521743008,410.60547513598664,5902.684065035817,5881.580120678893,0.17834319174865498,1.3078500728234699,0.0,0.297238652914425,2.02122283981809,0.0,0.06545195137175638,0.009978896055643076,0.0,12.0,12.82051282051282,86.77080213735164,0.95116368932616,0.6539250364117349,168215,-0.014
Beaver,2021,0.6086956521739131,0.5652173913043478,1.367297803406355,9.452189162678716,292.24504354546264,374.99628451683856,5625.4792973278245,5665.606515471272,0.0,1.7834319174865498,0.0,0.0,2.080670570400975,0.0,0.0,0.023919983354635434,0.0,0.0,0.0,0.0,0.95116368932616,0.6539250364117349,168215,-0.014
Bucks,2018,0.7416520210896309,0.804920913884007,8.800720143286242,13.688290556780885,525.2282155109212,542.427513928029,5551.413838011068,5688.312210573856,0.01546699497941343,0.4176088644441626,0.0,0.0,0.35574088452650887,0.0,9.280196987648058e-05,0.018705397053228115,0.0,3.571428571428571,0.0,0.4936747917309473,0.6805477790941908,0.6186797991765371,646538,0.034
Bucks,2022,0.6907216494845361,0.8144329896907216,1.5002985130031026,3.3563379105327145,164.2130856964324,173.16847578951277,2149.7266981987136,2209.707704728879,0.44854285440298947,0.4640098493824029,0.01546699497941343,0.4176088644441626,0.43307585942357607,0.0,0.07433971398432884,0.00042209429298819255,0.01546699497941343,48.333333333333336,49.09090909090909,82.39022496265194,0.6805477790941908,0.6186797991765371,646538,0.034
Bucks,2019,0.6821192052980133,0.8278145695364238,7.006548725674284,12.234393028716024,429.59578555320803,468.5880798963093,4968.060655367511,5205.293424361755,0.10826896485589402,0.6650807841147774,0.0,0.1546699497941343,0.7269487640324311,0.0,0.005304405928189836,0.006258734985414623,0.0,14.000000000000002,17.543859649122805,45.873400383359574,0.6805477790941908,0.6186797991765371,646538,0.034
Bucks,2020,0.700374531835206,0.8014981273408239,4.129687659503386,7.254020645344898,380.79741639315864,426.564254537243,4594.548193609657,4791.226501767877,0.37120787950592227,0.5258778293000567,0.01546699497941343,0.44854285440298947,0.6186797991765371,0.01546699497941343,0.002758693224528179,0.002561643708490452,3.4027388954709548e-06,40.67796610169492,41.42857142857143,51.81871005229518,0.6805477790941908,0.6186797991765371,646538,0.034
Bucks,2021,0.6470588235294118,0.875,2.1035113172002267,7.810832464603782,352.678419520585,402.6368133040904,4558.077019448199,4696.908766383414,0.6032128041971238,0.649613789135364,0.0,0.6032128041971238,0.5568118192588835,0.0,0.38808917650625324,0.0008069904630508956,0.0,48.148148148148145,52.0,99.79249205016862,0.6805477790941908,0.6186797991765371,646538,0.034
Philadelphia,2018,0.9512195121951219,0.926829268292683,0.2556433264309635,14.858488948414294,537.1502752530401,457.4955558590021,5240.700662240919,5502.523074927812,0.06858723392050241,0.8105764008786648,0.006235203083682038,0.06235203083682037,0.8043411977949827,0.006235203083682038,0.08951569307088117,0.07517099109176535,6.235203083682037e-09,7.746478873239436,7.142857142857142,54.35514725241573,0.22446731101255332,0.7544595731255266,1603797,0.051
Philadelphia,2022,0.04960835509138381,0.05221932114882506,2.3880827810502203,3.3670096651883,149.3580546665195,109.2345228230256,1532.4570378919527,1783.3241987608155,0.3990529973556504,0.2681137325983276,0.0,0.35540657576987617,0.2494081233472815,0.0,0.15712481068364637,0.17899756640023642,0.0,59.813084112149525,58.76288659793815,46.74631068803677,0.22446731101255332,0.7544595731255266,1603797,0.051
Philadelphia,2019,0.9,0.95,0.2494081233472815,13.305923380577468,411.6668131939391,347.3569285888426,4565.334640231899,4763.919623244089,0.27434893568200963,1.3966854907447763,0.0,0.19329129559414315,1.4091558969121405,0.0,0.08286647250244264,0.13234826477415781,0.0,16.417910447761194,12.062256809338521,38.50408831247469,0.22446731101255332,0.7544595731255266,1603797,0.051
Philadelphia,2020,0.75,0.8571428571428571,0.17458568634309704,8.99739804975318,342.03830035846187,285.4101859524616,3897.4695675325493,4042.1387494801397,0.4426994189414246,0.5985794960334755,0.0,0.17458568634309704,0.4738754343598348,0.0,0.07307962291985831,0.3175235955672694,0.0,42.51497005988024,26.923076923076923,18.709426717708073,0.22446731101255332,0.7544595731255266,1603797,0.051
Philadelphia,2021,0.1858974358974359,0.1794871794871795,0.9726916810543977,7.725416620682044,320.6390833752651,255.300390261361,3615.9252074919705,3830.1792558534526,0.29305454493305577,0.35540657576987617,0.0,0.1995264986778252,0.35540657576987617,0.0,0.26104363582174056,0.006945766827098442,0.0,45.19230769230769,35.95505617977528,97.40819347390395,0.22446731101255332,0.7544595731255266,1603797,0.051
Washington,2018,0.6363636363636364,0.7424242424242424,3.152630296777152,18.820247529245425,542.0135754171265,584.5740844236179,6478.9896297570085,8544.249076900296,0.04776712570874472,1.576315148388576,0.0,0.0,1.6240822740973209,0.0,2.8660275425246836e-05,0.0015022761035400217,0.0,2.941176470588235,0.0,1.8720748829953195,1.1464110170098734,0.8120411370486604,209349,0.007
Washington,2022,0.5510204081632653,0.673469387755102,2.340589159728492,5.111082450835686,150.5619802339634,167.99698111765522,2375.6502299987105,3022.2738107179875,0.04776712570874472,1.8629179026410445,0.0,0.1910685028349789,2.0062192797672784,0.0,0.056561053551724624,0.005451423221510493,0.0,2.5,8.695652173913043,91.20915095611315,1.1464110170098734,0.8120411370486604,209349,0.007
Washington,2019,0.5769230769230769,0.6666666666666666,3.725835805282089,14.330137712623419,432.0536520355961,476.5726131961461,5918.585710942016,7818.284300378794,0.14330137712623417,3.678068679573344,0.0,0.14330137712623417,3.6303015538645993,0.0,0.002885134392808181,0.00968769853211623,0.0,3.75,3.79746835443038,22.94736922089122,1.1464110170098734,0.8120411370486604,209349,0.007
Washington,2020,0.5714285714285714,0.6753246753246753,3.678068679573344,9.744493644583924,357.77577155849804,407.02367816421383,5754.9833053895645,7278.80238262423,0.1910685028349789,3.152630296777152,0.0,0.28660275425246834,3.773602930990833,0.0,0.005244830402820171,0.006393629776115481,0.0,5.714285714285714,7.0588235294117645,45.06464190437103,1.1464110170098734,0.8120411370486604,209349,0.007
Washington,2021,0.6,0.6285714285714286,3.343698799612131,11.464110170098735,326.4405370935615,371.437169511199,5549.011459333457,6797.739659611462,0.42990413137870254,3.3914659253208757,0.0,0.14330137712623417,4.060205685243302,0.0,0.05352306435664847,0.017172759363550817,0.0,11.25,3.4090909090909087,75.7089479125141,1.1464110170098734,0.8120411370486604,209349,0.007
Cumberland,2018,0.6716417910447762,0.746268656716418,2.5821967171415467,12.602661589631133,413.99936023185813,406.86941407258666,5296.124007106821,4819.342580423865,0.07708049901915065,0.7322647406819311,0.0,0.07708049901915065,0.5010232436244793,0.0,0.0004624829941149039,0.03388963614150437,0.0,9.523809523809524,13.333333333333334,1.3463012057249217,1.0020464872489585,0.4624829941149039,259469,0.102
Cumberland,2022,0.8181818181818182,0.8181818181818182,2.9675992122373,3.3915419568426284,109.87825135179926,125.02456940906235,2039.3187625496687,1906.6632237377105,0.3083219960766026,0.6937244911723559,0.0,0.1541609980383013,0.5010232436244793,0.0,0.0025359484177300564,0.008139700696422308,0.0,30.76923076923077,23.52941176470588,23.754512635379058,1.0020464872489585,0.4624829941149039,259469,0.102
Cumberland,2019,0.7476635514018691,0.8037383177570093,4.12380669752456,9.519441628865104,321.7725431554444,346.86224558617795,4776.447282719709,4356.512724063376,0.038540249509575325,0.8093452397010819,0.0,0.11562074852872598,0.5395634931340545,0.0,4.239427446053286e-05,0.3150006744543664,0.0,4.545454545454546,17.647058823529413,0.013456659951793353,1.0020464872489585,0.4624829941149039,259469,0.102
Cumberland,2020,0.7241379310344828,0.7931034482758621,4.470668943110738,5.973738673984175,262.0351564156026,310.8656525442346,4314.619472846467,4017.3970686286225,0.3083219960766026,0.9249659882298078,0.0,0.1541609980383013,0.6551842416627804,0.0,0.0012467770716347616,0.003765921940578643,0.0,25.0,19.047619047619047,24.872370525279862,1.0020464872489585,0.4624829941149039,259469,0.102
Cumberland,2021,0.6962025316455697,0.7721518987341772,3.0446797112564505,6.282060670060779,222.4157799197592,291.24866554386074,4233.145385383225,3923.9369635679022,0.34686224558617795,1.0405867367585337,0.0,0.23124149705745195,0.6166439921532052,0.0,0.0002489700118318566,0.001357002185232147,0.0,25.0,27.27272727272727,15.502759779217662,1.0020464872489585,0.4624829941149039,259469,0.102
Northumberland,2018,0.8108108108108109,0.7837837837837838,4.037229805667398,13.20283260772311,504.7628400274968,588.5626370748633,6796.949163638745,8013.137364016279,0.0,3.1643152530906633,0.10911431907209183,0.0,2.073172062369745,0.0,0.0,0.00992078300435366,7.856230973190612e-05,0.0,0.0,0.0,1.4184861479371937,0.654685914432551,91647,-0.03
Northumberland,2021,0.8787878787878788,0.8484848484848485,3.6007725293790305,5.673944591748775,295.59069036629677,389.86546204458415,5219.9199100898,5949.458247405807,0.5455715953604592,1.4184861479371937,0.0,1.309371828865102,1.5276004670092858,0.0,0.0004921055790151341,0.029202265213263936,0.0,27.77777777777778,46.15384615384615,1.6572352465642683,1.4184861479371937,0.654685914432551,91647,-0.03
Northumberland,2019,0.8235294117647058,0.7647058823529411,3.709886848451122,10.038517354632448,391.3930625115934,481.08503278885286,5964.952480714044,7009.612971510252,0.10911431907209183,1.4184861479371937,0.21822863814418367,0.10911431907209183,4.14634412473949,0.3273429572162755,1.5276004670092857e-06,0.07586609490763473,0.00011020546226281276,6.25,2.380952380952381,0.002010587177623888,1.4184861479371937,0.654685914432551,91647,-0.03
Northumberland,2020,0.7666666666666667,0.9,3.2734295721627547,7.092430739685969,346.1106200966753,436.5663906074394,5610.112715091602,6481.827010158543,0.654685914432551,1.5276004670092858,0.0,0.5455715953604592,1.7458291051534693,0.0,0.0009031392189597041,0.024687223804379852,0.0,30.0,23.809523809523807,3.5292161277118295,1.4184861479371937,0.654685914432551,91647,-0.03
Northumberland,2022,0.7692307692307693,0.7692307692307693,1.4184861479371937,3.4916582103069387,134.53795541588923,144.2491298133054,2495.771820135956,2777.941449256386,0.3273429572162755,0.7638002335046429,0.0,0.21822863814418367,0.43645727628836734,0.0,0.01833120560411143,0.0017785634008750972,0.0,30.0,33.33333333333333,91.15572436245252,1.4184861479371937,0.654685914432551,91647,-0.03
