,Total Population,State,PUMA,Male Polulation,Female Population,Grandparents Living With Grandchildren,Grandparents Responsible for Grandchildren,Childcare Employees Total
0,tabulate,state,public use microdata area,tabulate,tabulate,tabulate,tabulate,tabulate
1919,0,49,00400,0,0,0,0,0
1920,0,49,00501,0,0,0,0,0
1921,0,49,00502,0,0,0,0,0
1922,0,49,00503,0,0,0,0,0
1923,0,49,00504,0,0,0,0,0
1924,0,49,00505,0,0,0,0,0
1925,0,49,00506,0,0,0,0,0
1926,0,49,00507,0,0,0,0,0
1927,0,49,00601,0,0,0,0,0
1928,0,49,00602,0,0,0,0,0
1929,0,49,00603,0,0,0,0,0
1930,0,49,00700,0,0,0,0,0
1931,219861,50,00100,108297,111564,677,227,2275
1932,146739,50,00200,73515,73224,302,374,1364
1933,126520,50,00300,62248,64272,346,188,1219
1934,131220,50,00400,64926,66294,345,145,812
1935,0,51,00100,0,0,0,0,0
1936,0,51,00200,0,0,0,0,0
1937,0,51,00301,0,0,0,0,0
1938,0,51,00302,0,0,0,0,0
1939,0,51,00303,0,0,0,0,0
1940,0,51,00304,0,0,0,0,0
1941,0,51,00305,0,0,0,0,0
1942,0,51,00400,0,0,0,0,0
1943,0,51,00501,0,0,0,0,0
1944,0,51,00502,0,0,0,0,0
1945,0,51,00600,0,0,0,0,0
1946,0,51,00700,0,0,0,0,0
1947,0,51,00800,0,0,0,0,0
1948,0,51,00900,0,0,0,0,0
1949,0,51,01000,0,0,0,0,0
1950,0,51,01100,0,0,0,0,0
1951,0,51,01200,0,0,0,0,0
1952,0,51,01300,0,0,0,0,0
1953,0,51,01400,0,0,0,0,0
1954,0,51,01500,0,0,0,0,0
1955,0,51,01600,0,0,0,0,0
1956,0,51,01700,0,0,0,0,0
1957,0,51,01800,0,0,0,0,0
1958,0,51,01900,0,0,0,0,0
1959,0,51,02000,0,0,0,0,0
1960,0,51,02100,0,0,0,0,0
1961,0,51,02200,0,0,0,0,0
1962,0,51,02300,0,0,0,0,0
1963,0,51,02400,0,0,0,0,0
1964,0,51,02500,0,0,0,0,0
1965,0,51,02600,0,0,0,0,0
1966,0,51,02700,0,0,0,0,0
1967,0,51,02801,0,0,0,0,0
1968,0,51,02802,0,0,0,0,0
1969,0,51,02803,0,0,0,0,0
1970,0,51,02900,0,0,0,0,0
1971,0,51,03000,0,0,0,0,0
1972,0,51,03100,0,0,0,0,0
1973,0,51,03200,0,0,0,0,0
1974,0,51,03300,0,0,0,0,0
1975,0,51,03400,0,0,0,0,0
1976,0,51,03500,0,0,0,0,0
1977,0,53,00100,0,0,0,0,0
1978,0,53,00200,0,0,0,0,0
1979,0,53,00300,0,0,0,0,0
1980,0,53,00400,0,0,0,0,0
1981,0,53,00500,0,0,0,0,0
1982,0,53,00601,0,0,0,0,0
1983,0,53,00602,0,0,0,0,0
1984,0,53,00700,0,0,0,0,0
1985,0,53,00800,0,0,0,0,0
1986,0,53,00901,0,0,0,0,0
1987,0,53,00902,0,0,0,0,0
1988,0,53,01001,0,0,0,0,0
1989,0,53,01002,0,0,0,0,0
1990,0,53,01003,0,0,0,0,0
1991,0,53,01004,0,0,0,0,0
1992,0,53,01005,0,0,0,0,0
1993,0,53,01100,0,0,0,0,0
1994,0,53,01201,0,0,0,0,0
1995,0,53,01202,0,0,0,0,0
1996,0,53,01300,0,0,0,0,0
1997,0,53,01401,0,0,0,0,0
1998,0,53,01402,0,0,0,0,0
1999,0,53,01403,0,0,0,0,0
2000,0,53,01404,0,0,0,0,0
2001,0,53,01500,0,0,0,0,0
2002,0,53,01600,0,0,0,0,0
2003,0,53,01701,0,0,0,0,0
2004,0,53,01702,0,0,0,0,0
2005,0,53,01801,0,0,0,0,0
2006,0,53,01802,0,0,0,0,0
2007,0,53,01803,0,0,0,0,0
2008,0,53,01804,0,0,0,0,0
2009,0,53,01805,0,0,0,0,0
2010,0,53,01900,0,0,0,0,0
2011,0,53,02001,0,0,0,0,0
2012,0,53,02002,0,0,0,0,0
2013,0,53,02003,0,0,0,0,0
2014,0,53,02004,0,0,0,0,0
2015,0,53,02005,0,0,0,0,0
2016,0,53,02006,0,0,0,0,0
2017,0,53,02007,0,0,0,0,0
2018,0,53,02008,0,0,0,0,0
2019,0,53,02009,0,0,0,0,0
2020,0,53,02101,0,0,0,0,0
2021,0,53,02102,0,0,0,0,0
2022,0,53,02200,0,0,0,0,0
2023,124002,54,00100,60483,63519,557,231,491
2024,149145,54,00200,73848,75297,565,304,730
2025,140007,54,00300,71942,68065,405,194,716
2026,242745,54,00400,120620,122125,1515,767,1548
2027,125105,54,00500,63331,61774,536,276,665
2028,105497,54,00600,52919,52578,446,499,278
2029,97392,54,00700,47324,50068,445,160,442
2030,159849,54,00800,77768,82081,542,360,839
2031,99124,54,00900,48936,50188,327,313,209
2032,189625,54,01000,91485,98140,1004,834,1102
2033,102581,54,01100,50415,52166,509,439,440
2034,176838,54,01200,87146,89692,695,430,906
2035,174960,55,00100,88574,86386,474,275,1172
2036,106155,55,00200,52674,53481,545,57,368
2037,156475,55,00300,77159,79316,359,31,1187
2038,0,55,00400,0,0,0,0,0
2039,0,55,00500,0,0,0,0,0
2040,113405,55,00600,56981,56424,317,131,596
2041,205793,55,00700,104941,100852,605,187,1557
2042,146117,55,00800,74002,72115,532,110,1057
2043,118105,55,00900,57834,60271,256,0,785
2044,121432,55,01000,61783,59649,557,203,780
2045,0,55,01100,0,0,0,0,0
2046,0,55,01200,0,0,0,0,0
2047,110144,55,01300,55423,54721,419,264,421
2048,154720,55,01400,78990,75730,452,172,626
2049,186748,55,01500,93379,93369,410,285,1245
2050,135631,55,01600,68178,67453,627,270,939
2051,0,55,01700,0,0,0,0,0
2052,0,55,01800,0,0,0,0,0
2053,0,55,01900,0,0,0,0,0
2054,0,55,02001,0,0,0,0,0
2055,0,55,02002,0,0,0,0,0
2056,0,55,02003,0,0,0,0,0
2057,0,55,02004,0,0,0,0,0
2058,0,55,02101,0,0,0,0,0
2059,0,55,02102,0,0,0,0,0
2060,0,55,02201,0,0,0,0,0
2061,0,55,02202,0,0,0,0,0
2062,0,55,02203,0,0,0,0,0
2063,0,55,02300,0,0,0,0,0
2064,162655,55,02400,79896,82759,891,439,1401
2065,115207,55,02500,58317,56890,254,51,619
2066,114782,56,00100,58244,56538,230,128,735
2067,102117,56,00200,52659,49458,269,19,767
2068,137852,56,00300,70619,67233,484,188,977
2069,108902,56,00400,55326,53576,274,188,1074
